1,1,68,1,TC2_3,2,2
2,2,63,1,TC2_3,2,2
3,3,70,1,TC2_3,2,2
4,15,65,1,TC2_3,2,2
5,16,66,1,TC2_3,2,2
6,17,71,1,TC2_3,2,2
7,28,64,1,TC2_3,2,2
8,29,67,1,TC2_3,2,2
9,30,69,1,TC2_3,2,2
10,32,33,1,TC0_3,0,2
11,46,54,1,TC2_1,2,2
12,47,56,1,TC2_1,2,2
13,48,59,1,TC2_1,2,2
14,49,32,1,TC0_3,0,2
15,61,55,1,TC2_1,2,2
16,62,57,1,TC2_1,2,2
17,63,62,1,TC2_1,2,2
18,64,34,1,TC0_3,0,2
19,65,30,1,TC0_3,0,2
20,79,60,1,TC2_1,2,2
21,80,58,1,TC2_1,2,2
22,81,61,1,TC2_1,2,2
23,82,35,1,TC0_3,0,2
24,83,28,1,TC0_3,0,2
25,96,49,1,TC2_2,2,2
26,97,51,1,TC2_2,2,2
27,98,53,1,TC2_2,2,2
28,99,31,1,TC0_3,0,2
29,100,27,1,TC0_3,0,2
30,101,29,1,TC0_3,0,2
31,117,50,1,TC2_2,2,2
32,118,45,1,TC2_2,2,2
33,119,52,1,TC2_2,2,2
34,120,25,1,TC0_1,0,2
35,121,26,1,TC0_1,0,2
36,122,24,1,TC0_1,0,2
37,136,48,1,TC2_2,2,2
38,137,47,1,TC2_2,2,2
39,138,46,1,TC2_2,2,2
40,140,18,1,TC0_1,0,2
41,141,19,1,TC0_1,0,2
42,142,22,1,TC0_1,0,2
43,143,15,1,TC0_2,0,2
44,160,40,1,TC2_0,2,2
45,161,43,1,TC2_0,2,2
46,162,41,1,TC2_0,2,2
47,163,20,1,TC0_1,0,2
48,164,21,1,TC0_1,0,2
49,165,23,1,TC0_1,0,2
50,166,17,1,TC0_2,0,2
51,181,44,1,TC2_0,2,2
52,182,42,1,TC2_0,2,2
53,183,36,1,TC2_0,2,2
54,184,8,1,TC0_0,0,2
55,185,6,1,TC0_0,0,2
56,186,5,1,TC0_0,0,2
57,187,13,1,TC0_2,0,2
58,188,14,1,TC0_2,0,2
59,205,37,1,TC2_0,2,2
60,206,39,1,TC2_0,2,2
61,207,38,1,TC2_0,2,2
62,208,1,1,TC0_0,0,2
63,209,4,1,TC0_0,0,2
64,210,7,1,TC0_0,0,2
65,211,10,1,TC0_2,0,2
66,212,16,1,TC0_2,0,2
67,229,9,0,TC0_2,0,1
68,230,11,0,TC0_2,0,1
69,231,16,0,TC0_2,0,1
70,232,3,1,TC0_0,0,2
71,233,2,1,TC0_0,0,2
72,234,0,1,TC0_0,0,2
73,235,11,1,TC0_2,0,2
74,236,12,1,TC0_2,0,2
75,237,9,1,TC0_2,0,2
76,256,12,0,TC0_2,0,1
77,257,14,0,TC0_2,0,1
78,258,10,0,TC0_2,0,1
79,259,8,0,TC0_0,0,1
80,260,1,0,TC0_0,0,1
81,261,3,0,TC0_0,0,1
82,262,2,0,TC0_0,0,1
83,263,0,0,TC0_0,0,1
84,279,15,0,TC0_2,0,1
85,280,13,0,TC0_2,0,1
86,281,17,0,TC0_2,0,1
87,282,7,0,TC0_0,0,1
88,283,6,0,TC0_0,0,1
89,284,5,0,TC0_0,0,1
90,285,4,0,TC0_0,0,1
91,286,64,0,TC2_3,2,1
92,303,21,0,TC0_1,0,1
93,304,25,0,TC0_1,0,1
94,305,20,0,TC0_1,0,1
95,307,51,0,TC2_2,2,1
96,308,53,0,TC2_2,2,1
97,309,52,0,TC2_2,2,1
98,310,63,0,TC2_3,2,1
99,325,19,0,TC0_1,0,1
100,326,24,0,TC0_1,0,1
101,327,18,0,TC0_1,0,1
102,328,45,0,TC2_2,2,1
103,329,50,0,TC2_2,2,1
104,330,46,0,TC2_2,2,1
105,331,65,0,TC2_3,2,1
106,348,23,0,TC0_1,0,1
107,349,26,0,TC0_1,0,1
108,350,22,0,TC0_1,0,1
109,351,49,0,TC2_2,2,1
110,352,48,0,TC2_2,2,1
111,353,47,0,TC2_2,2,1
112,367,29,0,TC0_3,0,1
113,368,28,0,TC0_3,0,1
114,369,27,0,TC0_3,0,1
115,370,42,0,TC2_0,2,1
116,371,39,0,TC2_0,2,1
117,372,44,0,TC2_0,2,1
118,388,30,0,TC0_3,0,1
119,389,34,0,TC0_3,0,1
120,390,35,0,TC0_3,0,1
121,391,40,0,TC2_0,2,1
122,392,36,0,TC2_0,2,1
123,405,32,0,TC0_3,0,1
124,406,33,0,TC0_3,0,1
125,407,31,0,TC0_3,0,1
126,408,41,0,TC2_0,2,1
127,409,43,0,TC2_0,2,1
128,423,58,0,TC2_1,2,1
129,424,59,0,TC2_1,2,1
130,425,61,0,TC2_1,2,1
131,427,37,0,TC2_0,2,1
132,440,55,0,TC2_1,2,1
133,441,56,0,TC2_1,2,1
134,442,62,0,TC2_1,2,1
135,443,38,0,TC2_0,2,1
136,456,57,0,TC2_1,2,1
137,457,54,0,TC2_1,2,1
138,458,60,0,TC2_1,2,1
