1,12,28,0,TC0_3,0
2,13,31,0,TC0_3,0
3,14,30,0,TC0_3,0
4,25,27,0,TC0_3,0
5,26,35,0,TC0_3,0
6,27,33,0,TC0_3,0
7,42,65,0,TC2_3,2
8,43,29,0,TC0_3,0
9,44,34,0,TC0_3,0
10,45,32,0,TC0_3,0
11,57,68,0,TC2_3,2
12,58,18,0,TC0_1,0
13,59,25,0,TC0_1,0
14,60,20,0,TC0_1,0
15,74,70,0,TC2_3,2
16,75,71,0,TC2_3,2
17,76,22,0,TC0_1,0
18,77,26,0,TC0_1,0
19,78,23,0,TC0_1,0
20,91,69,0,TC2_3,2
21,92,63,0,TC2_3,2
22,93,24,0,TC0_1,0
23,94,21,0,TC0_1,0
24,95,19,0,TC0_1,0
25,110,66,0,TC2_3,2
26,111,64,0,TC2_3,2
27,112,67,0,TC2_3,2
28,113,10,0,TC0_2,0
30,115,12,0,TC0_2,0
31,116,14,0,TC0_2,0
32,130,59,0,TC2_1,2
33,131,57,0,TC2_1,2
34,132,56,0,TC2_1,2
35,133,11,0,TC0_2,0
36,134,16,0,TC0_2,0
37,135,9,0,TC0_2,0
38,153,50,0,TC2_2,2
39,154,55,0,TC2_1,2
40,155,62,0,TC2_1,2
41,156,58,0,TC2_1,2
42,157,17,0,TC0_2,0
43,158,15,0,TC0_2,0
44,159,13,0,TC0_2,0
45,174,52,0,TC2_2,2
46,175,61,0,TC2_1,2
47,176,60,0,TC2_1,2
48,177,54,0,TC2_1,2
49,178,4,0,TC0_0,0
50,179,0,0,TC0_0,0
51,180,2,0,TC0_0,0
52,197,48,0,TC2_2,2
53,198,47,0,TC2_2,2
54,199,41,0,TC2_0,2
55,200,37,0,TC2_0,2
56,201,40,0,TC2_0,2
57,202,1,0,TC0_0,0
58,203,5,0,TC0_0,0
59,204,6,0,TC0_0,0
60,220,53,0,TC2_2,2
62,222,49,0,TC2_2,2
63,223,43,0,TC2_0,2
64,224,39,0,TC2_0,2
65,225,36,0,TC2_0,2
66,226,7,0,TC0_0,0
67,227,8,0,TC0_0,0
68,228,3,0,TC0_0,0
69,246,46,0,TC2_2,2
70,247,51,0,TC2_2,2
71,248,45,0,TC2_2,2
72,249,42,0,TC2_0,2
73,250,38,0,TC2_0,2
74,251,44,0,TC2_0,2
75,252,40,1,TC2_0,2
77,254,42,1,TC2_0,2
78,255,44,1,TC2_0,2
79,271,15,1,TC0_2,0
80,272,13,1,TC0_2,0
81,273,16,1,TC0_2,0
82,274,12,1,TC0_2,0
83,275,11,1,TC0_2,0
84,276,36,1,TC2_0,2
85,277,38,1,TC2_0,2
86,278,39,1,TC2_0,2
87,295,0,1,TC0_0,0
88,296,17,1,TC0_2,0
89,297,9,1,TC0_2,0
90,298,14,1,TC0_2,0
91,299,10,1,TC0_2,0
92,300,41,1,TC2_0,2
93,301,43,1,TC2_0,2
94,302,37,1,TC2_0,2
95,318,2,1,TC0_0,0
96,319,18,1,TC0_1,0
97,320,24,1,TC0_1,0
98,321,26,1,TC0_1,0
99,322,45,1,TC2_2,2
100,323,48,1,TC2_2,2
101,324,50,1,TC2_2,2
102,341,1,1,TC0_0,0
103,342,20,1,TC0_1,0
104,343,22,1,TC0_1,0
105,344,25,1,TC0_1,0
106,345,46,1,TC2_2,2
107,346,51,1,TC2_2,2
108,347,52,1,TC2_2,2
109,361,21,1,TC0_1,0
110,362,19,1,TC0_1,0
111,363,23,1,TC0_1,0
112,364,49,1,TC2_2,2
113,365,47,1,TC2_2,2
114,366,53,1,TC2_2,2
115,381,30,1,TC0_3,0
116,382,28,1,TC0_3,0
117,383,27,1,TC0_3,0
118,384,61,1,TC2_1,2
120,386,57,1,TC2_1,2
121,387,56,1,TC2_1,2
122,400,29,1,TC0_3,0
123,401,31,1,TC0_3,0
124,402,59,1,TC2_1,2
125,403,60,1,TC2_1,2
126,404,54,1,TC2_1,2
127,418,34,1,TC0_3,0
128,419,33,1,TC0_3,0
129,420,55,1,TC2_1,2
130,421,62,1,TC2_1,2
131,422,58,1,TC2_1,2
132,436,32,1,TC0_3,0
133,437,66,1,TC2_3,2
134,438,65,1,TC2_3,2
135,439,64,1,TC2_3,2
136,452,35,1,TC0_3,0
137,453,63,1,TC2_3,2
138,454,69,1,TC2_3,2
139,455,68,1,TC2_3,2
140,466,67,1,TC2_3,2
141,467,71,1,TC2_3,2
142,468,70,1,TC2_3,2
