1,181,66,3,TC2_3,2,1
2,182,68,3,TC2_3,2,1
3,183,63,3,TC2_3,2,1
4,184,69,3,TC2_3,2,1
5,185,35,3,TC0_3,0,1
6,186,29,3,TC0_3,0,1
7,187,33,3,TC0_3,0,1
8,188-189,30,3,TC0_3,0,1
9,190,34,3,TC0_3,0,1
10,191,64,1,TC2_3,2,2
11,192,68,1,TC2_3,2,2
12,193,63,1,TC2_3,2,2
13,194,28,1,TC0_3,0,2
14,195,23,1,TC0_1,0,2
15,196-197,19,1,TC0_1,0,2
16,198,40,0,TC2_0,2,2
17,199,39,0,TC2_0,2,2
18,200,37,0,TC2_0,2,2
19,201,41,0,TC2_0,2,2
20,202,60,0,TC2_1,2,2
21,203,62,0,TC2_1,2,2
22,204,48,0,TC2_2,2,2
23,205,64,3,TC2_3,2,1
24,206,65,3,TC2_3,2,1
25,207,71,3,TC2_3,2,1
26,208,70,3,TC2_3,2,1
27,209,67,3,TC2_3,2,1
28,210,27,3,TC0_3,0,1
29,211,31,3,TC0_3,0,1
30,212,28,3,TC0_3,0,1
31,213,32,3,TC0_3,0,1
32,214,65,1,TC2_3,2,2
33,215,66,1,TC2_3,2,2
34,216,67,1,TC2_3,2,2
35,217,30,1,TC0_3,0,2
36,218,32,1,TC0_3,0,2
37,219,25,1,TC0_1,0,2
38,220,21,1,TC0_1,0,2
39,222,42,0,TC2_0,2,2
40,223,44,0,TC2_0,2,2
41,224,43,0,TC2_0,2,2
42,225,58,0,TC2_1,2,2
43,226,61,0,TC2_1,2,2
44,227,46,0,TC2_2,2,2
45,228,50,0,TC2_2,2,2
46,229,53,3,TC2_2,2,1
47,230,51,3,TC2_2,2,1
48,231,45,3,TC2_2,2,1
49,232,56,3,TC2_1,2,1
50,233,54,3,TC2_1,2,1
51,234,62,3,TC2_1,2,1
52,235,24,3,TC0_1,0,1
53,236,25,3,TC0_1,0,1
54,237-238,23,3,TC0_1,0,1
55,239,56,1,TC2_1,2,2
56,240,59,1,TC2_1,2,2
57,241,54,1,TC2_1,2,2
58,242,33,1,TC0_3,0,2
59,243,34,1,TC0_3,0,2
60,244,27,1,TC0_3,0,2
61,245-246,26,1,TC0_1,0,2
62,247,22,1,TC0_1,0,2
63,248,36,0,TC2_0,2,2
64,249,38,0,TC2_0,2,2
65,250,59,0,TC2_1,2,2
66,251,54,0,TC2_1,2,2
67,252,47,0,TC2_2,2,2
68,254,45,0,TC2_2,2,2
69,255,49,0,TC2_2,2,2
70,256,48,3,TC2_2,2,1
71,257,52,3,TC2_2,2,1
72,258,49,3,TC2_2,2,1
73,259,57,3,TC2_1,2,1
74,260,58,3,TC2_1,2,1
75,261,61,3,TC2_1,2,1
76,262,26,3,TC0_1,0,1
77,263,22,3,TC0_1,0,1
78,264,21,3,TC0_1,0,1
79,265,57,1,TC2_1,2,2
80,266,58,1,TC2_1,2,2
81,267,60,1,TC2_1,2,2
82,268,29,1,TC0_3,0,2
83,269,35,1,TC0_3,0,2
84,270,10,1,TC0_2,0,2
85,271,24,1,TC0_1,0,2
86,272,18,1,TC0_1,0,2
87,273,1,0,TC0_0,0,2
88,274,56,0,TC2_1,2,2
89,275,55,0,TC2_1,2,2
90,276,64,0,TC2_3,2,2
91,277,53,0,TC2_2,2,2
92,278,51,0,TC2_2,2,2
93,279,50,3,TC2_2,2,1
94,280,47,3,TC2_2,2,1
95,281,46,3,TC2_2,2,1
96,282,59,3,TC2_1,2,1
97,283,60,3,TC2_1,2,1
98,284,55,3,TC2_1,2,1
99,285,20,3,TC0_1,0,1
100,286-287,18,3,TC0_1,0,1
101,288,19,3,TC0_1,0,1
102,289,55,1,TC2_1,2,2
103,290,62,1,TC2_1,2,2
104,291,61,1,TC2_1,2,2
105,292,31,1,TC0_3,0,2
106,293,11,1,TC0_2,0,2
107,294-295,17,1,TC0_2,0,2
108,296,20,1,TC0_1,0,2
109,297,7,0,TC0_0,0,2
110,298,0,0,TC0_0,0,2
111,299,57,0,TC2_1,2,2
112,300,65,0,TC2_3,2,2
113,301,66,0,TC2_3,2,2
114,302,52,0,TC2_2,2,2
115,303,43,3,TC2_0,2,1
116,304,41,3,TC2_0,2,1
117,305,39,3,TC2_0,2,1
118,307,1,3,TC0_0,0,1
119,308,3,3,TC0_0,0,1
120,309,7,3,TC0_0,0,1
121,310,13,3,TC0_2,0,1
122,311,17,3,TC0_2,0,1
123,312,16,3,TC0_2,0,1
124,313,1,1,TC0_0,0,2
125,314,3,1,TC0_0,0,2
126,315,0,1,TC0_0,0,2
127,316,14,1,TC0_2,0,2
128,317,15,1,TC0_2,0,2
129,318,13,1,TC0_2,0,2
130,319,5,0,TC0_0,0,2
131,320,8,0,TC0_0,0,2
132,321,4,0,TC0_0,0,2
133,322,69,0,TC2_3,2,2
134,323,70,0,TC2_3,2,2
135,324,68,0,TC2_3,2,2
136,325,42,3,TC2_0,2,1
137,326,37,3,TC2_0,2,1
138,327,38,3,TC2_0,2,1
139,328,2,3,TC0_0,0,1
140,329,4,3,TC0_0,0,1
141,330,0,3,TC0_0,0,1
142,331-332,15,3,TC0_2,0,1
143,333,9,3,TC0_2,0,1
144,334,14,3,TC0_2,0,1
145,336,2,1,TC0_0,0,2
146,337,4,1,TC0_0,0,2
147,338,8,1,TC0_0,0,2
148,339,12,1,TC0_2,0,2
149,340-341,9,1,TC0_2,0,2
150,342,9,0,TC0_2,0,2
151,343,6,0,TC0_0,0,2
152,344,2,0,TC0_0,0,2
153,345,29,0,TC0_3,0,2
154,346,67,0,TC2_3,2,2
155,347,71,0,TC2_3,2,2
156,348,44,3,TC2_0,2,1
157,349,40,3,TC2_0,2,1
158,350,36,3,TC2_0,2,1
159,351,5,3,TC0_0,0,1
160,352,8,3,TC0_0,0,1
161,353,6,3,TC0_0,0,1
162,354,10,3,TC0_2,0,1
163,355,11,3,TC0_2,0,1
164,356,12,3,TC0_2,0,1
165,357,7,1,TC0_0,0,2
166,358,5,1,TC0_0,0,2
167,359,6,1,TC0_0,0,2
168,360,16,1,TC0_2,0,2
169,361,10,0,TC0_2,0,2
170,362,13,0,TC0_2,0,2
171,363,3,0,TC0_0,0,2
172,364,35,0,TC0_3,0,2
173,365,33,0,TC0_3,0,2
174,366,63,0,TC2_3,2,2
175,367,9,2,TC0_2,0,1
176,368,12,2,TC0_2,0,1
177,369,11,2,TC0_2,0,1
178,370,6,2,TC0_0,0,1
179,371,0,2,TC0_0,0,1
180,372-373,4,2,TC0_0,0,1
181,374,37,2,TC2_0,2,1
182,375,40,2,TC2_0,2,1
183,376,44,2,TC2_0,2,1
184,377,45,2,TC2_2,2,1
185,378,49,2,TC2_2,2,1
186,379,52,2,TC2_2,2,1
187,380-381,11,0,TC0_2,0,2
188,382,12,0,TC0_2,0,2
189,383,17,0,TC0_2,0,2
190,384,28,0,TC0_3,0,2
191,386,27,0,TC0_3,0,2
192,387,31,0,TC0_3,0,2
193,388,17,2,TC0_2,0,1
194,389,16,2,TC0_2,0,1
195,390,10,2,TC0_2,0,1
196,391,7,2,TC0_0,0,1
197,392,8,2,TC0_0,0,1
198,393,2,2,TC0_0,0,1
199,394,39,2,TC2_0,2,1
200,395,38,2,TC2_0,2,1
201,396,42,2,TC2_0,2,1
202,397,51,2,TC2_2,2,1
203,398,46,2,TC2_2,2,1
204,399,48,2,TC2_2,2,1
205,400,14,0,TC0_2,0,2
206,401,15,0,TC0_2,0,2
207,402,20,0,TC0_1,0,2
208,403,32,0,TC0_3,0,2
209,404,34,0,TC0_3,0,2
210,405,15,2,TC0_2,0,1
211,406,14,2,TC0_2,0,1
212,407,13,2,TC0_2,0,1
213,408,5,2,TC0_0,0,1
214,409-410,1,2,TC0_0,0,1
215,411,3,2,TC0_0,0,1
216,412,36,2,TC2_0,2,1
217,413,43,2,TC2_0,2,1
218,414,41,2,TC2_0,2,1
219,415,53,2,TC2_2,2,1
220,416,47,2,TC2_2,2,1
221,417-418,50,2,TC2_2,2,1
222,419,16,0,TC0_2,0,2
223,420,26,0,TC0_1,0,2
224,421,25,0,TC0_1,0,2
