1,103,0,0,TC0_0,0
2,104,2,0,TC0_0,0
3,105,4,0,TC0_1,0
4,106,7,0,TC0_1,0
5,107,43,0,TC2_1,2
6,108,40,0,TC2_1,2
7,109,45,0,TC2_2,2
8,110,46,0,TC2_2,2
9,111,17,1,,
10,112,18,1,,
11,113,32,1,TC1_3,1
12,114,33,1,TC1_3,1
13,115,34,1,TC1_3,1
14,116,26,1,TC1_1,1
15,117,25,1,TC1_1,1
16,118,27,1,,
17,119,3,0,TC0_0,0
18,120,1,0,TC0_0,0
19,121,6,0,TC0_1,0
20,122,5,0,TC0_1,0
21,123,42,0,TC2_1,2
22,124,41,0,TC2_1,2
23,125,47,0,TC2_2,2
24,126; 127,48,0,TC2_2,2
25,128,8,1,,
26,129,2,1,TC0_0,0
27,130,35,1,TC1_3,1
28,131; 132,29,1,TC1_2,1
29,133,21,1,TC1_0,1
30,134,24,1,TC1_1,1
31,135,23,1,TC1_1,1
32,136,13,0,TC0_3,0
33,137,15,0,TC0_3,0
34,138,10,0,TC0_2,0
35,139,9,0,TC0_2,0
36,140,36,0,TC2_0,2
37,141,37,0,TC2_0,2
38,142,50,0,TC2_3,2
39,143,51,0,TC2_3,2
40,144,3,1,TC0_0,0
41,145,0,1,TC0_0,0
42,146,30,1,TC1_2,1
43,147,31,1,TC1_2,1
44,148,22,1,TC1_0,1
46,150,20,1,TC1_0,1
47,151,14,0,TC0_3,0
48,152,16,0,TC0_3,0
49,153,11,0,TC0_2,0
50,154,12,0,TC0_2,0
51,155,38,0,TC2_0,2
52,156,39,0,TC2_0,2
53,157; 158,49,0,TC2_3,2
54,159,52,0,TC2_3,2
56,161,1,1,TC0_0,0
57,162,5,1,TC0_1,0
58,163; 164,28,1,TC1_2,1
59,165,16,1,TC0_3,0
60,166,19,1,TC1_0,1
61,167,21,0,TC1_0,1
62,168,19,0,TC1_0,1
64,170,23,0,TC1_1,1
65,171,25,0,TC1_1,1
66,172,65,0,TC3_2,3
67,173,67,0,TC3_2,3
68,174,58,0,TC3_0,3
69,175,57,0,TC3_0,3
70,176,4,1,TC0_1,0
71,177,7,1,TC0_1,0
72,178,15,1,TC0_3,0
73,179,14,1,TC0_3,0
74,180,20,0,TC1_0,1
75,181,22,0,TC1_0,1
76,182,26,0,TC1_1,1
77,183,24,0,TC1_1,1
78,184,64,0,TC3_2,3
79,185; 186,66,0,TC3_2,3
80,187,56,0,TC3_0,3
81,188,55,0,TC3_0,3
82,189,6,1,TC0_1,0
83,190; 191,10,1,TC0_2,0
84,192,13,1,TC0_3,0
85,193,34,0,TC1_3,1
86,194,35,0,TC1_3,1
87,195,30,0,TC1_2,1
88,196,31,0,TC1_2,1
89,197,69,0,TC3_3,3
90,198,68,0,TC3_3,3
91,199,62,0,TC3_1,3
92,200,61,0,TC3_1,3
93,201,9,1,TC0_2,0
94,202,12,1,TC0_3,0
95,203,32,0,TC1_3,1
96,204,33,0,TC1_3,1
97,205,28,0,TC1_2,1
98,206,29,0,TC1_2,1
99,207; 208,71,0,TC3_3,3
100,209,70,0,TC3_3,3
101,210,60,0,TC3_1,3
102,211,59,0,TC3_1,3
103,212,11,1,TC0_2,0
