1,1,25,0,TC0_1,0,1
2,2,24,0,TC0_1,0,1
3,3 & 4,20,0,TC0_1,0,1
4,5,3,0,TC0_0,0,1
5,6,0,0,TC0_0,0,1
6,7,6,0,TC0_0,0,1
7,8,60,1,TC2_1,2,2
8,9,56,1,TC2_1,2,2
9,10,61,1,TC2_1,2,2
10,11 & 12,68,1,TC2_3,2,2
11,13,63,1,TC2_3,2,2
12,14,69,1,TC2_3,2,2
13,15,19,0,TC0_1,0,1
14,16,23,0,TC0_1,0,1
15,17,18,0,TC0_1,0,1
16,18,1,0,TC0_0,0,1
17,19,4,0,TC0_0,0,1
18,20,2,0,TC0_0,0,1
19,21,54,1,TC2_1,2,2
20,22,57,1,TC2_1,2,2
21,23,62,1,TC2_1,2,2
22,24,70,1,TC2_3,2,2
23,25,66,1,TC2_3,2,2
24,26,71,1,TC2_3,2,2
25,27,35,1,TC0_3,0,2
26,28,26,0,TC0_1,0,1
27,29,21,0,TC0_1,0,1
28,30,22,0,TC0_1,0,1
29,32 & 33,7,0,TC0_0,0,1
30,34,5,0,TC0_0,0,1
31,35,8,0,TC0_0,0,1
32,36,58,1,TC2_1,2,2
33,37,55,1,TC2_1,2,2
34,38,59,1,TC2_1,2,2
35,40,67,1,TC2_3,2,2
36,41 & 42,64,1,TC2_3,2,2
37,43,65,1,TC2_3,2,2
38,44,31,1,TC0_3,0,2
39,45,27,1,TC0_3,0,2
40,46,32,0,TC0_3,0,1
41,47,34,0,TC0_3,0,1
42,48,33,0,TC0_3,0,1
43,49,13,0,TC0_2,0,1
44,50,9,0,TC0_2,0,1
45,51,11,0,TC0_2,0,1
46,52,52,1,TC2_2,2,2
47,53,51,1,TC2_2,2,2
48,54,49,1,TC2_2,2,2
49,55,25,1,TC0_1,0,2
50,56,23,1,TC0_1,0,2
51,57,18,1,TC0_1,0,2
52,58,30,1,TC0_3,0,2
53,59,34,1,TC0_3,0,2
54,60,32,1,TC0_3,0,2
55,61,31,0,TC0_3,0,1
56,62,30,0,TC0_3,0,1
57,63,29,0,TC0_3,0,1
58,64,15,0,TC0_2,0,1
59,65 & 66,14,0,TC0_2,0,1
60,67,17,0,TC0_2,0,1
61,68,50,1,TC2_2,2,2
62,69,45,1,TC2_2,2,2
63,70,53,1,TC2_2,2,2
64,71,26,1,TC0_1,0,2
65,72,19,1,TC0_1,0,2
66,73 & 74,21,1,TC0_1,0,2
67,75,28,1,TC0_3,0,2
68,76,29,1,TC0_3,0,2
69,77,33,1,TC0_3,0,2
70,78,16,1,TC0_2,0,2
71,79,35,0,TC0_3,0,1
72,80,27,0,TC0_3,0,1
73,81,28,0,TC0_3,0,1
74,82,10,0,TC0_2,0,1
75,83,16,0,TC0_2,0,1
76,84,12,0,TC0_2,0,1
77,85,48,1,TC2_2,2,2
78,86,47,1,TC2_2,2,2
79,87,46,1,TC2_2,2,2
80,88,22,1,TC0_1,0,2
81,89,20,1,TC0_1,0,2
82,90,24,1,TC0_1,0,2
83,91,0,1,TC0_0,0,2
84,92,7,1,TC0_0,0,2
85,93,5,1,TC0_0,0,2
86,94,12,1,TC0_2,0,2
87,95,14,1,TC0_2,0,2
88,96,63,0,TC2_3,2,1
89,97,71,0,TC2_3,2,1
90,98,67,0,TC2_3,2,1
91,99,46,0,TC2_2,2,1
92,100,47,0,TC2_2,2,1
93,101-102,48,0,TC2_2,2,1
94,103,40,0,TC2_0,2,1
95,104,36,0,TC2_0,2,1
96,105,44,0,TC2_0,2,1
97,106,42,1,TC2_0,2,2
98,107,44,1,TC2_0,2,2
99,108,40,1,TC2_0,2,2
100,109 & 110,4,1,TC0_0,0,2
101,111,2,1,TC0_0,0,2
102,112,6,1,TC0_0,0,2
103,113,13,1,TC0_2,0,2
104,115,15,1,TC0_2,0,2
105,116,17,1,TC0_2,0,2
106,117,68,0,TC2_3,2,1
107,118,70,0,TC2_3,2,1
108,119,69,0,TC2_3,2,1
109,120,53,0,TC2_2,2,1
110,121,45,0,TC2_2,2,1
111,122,50,0,TC2_2,2,1
112,123,43,0,TC2_0,2,1
113,124,42,0,TC2_0,2,1
114,125,38,0,TC2_0,2,1
115,126,43,1,TC2_0,2,2
