1,1,55,0,TC3_0,3,1
2,2,56,0,TC3_0,3,1
3,3,61,0,TC3_1,3,1
4,4,60,0,TC3_1,3,1
5,5,35,0,TC1_3,1,1
6,6,34,0,TC1_3,1,1
7,7,22,0,TC1_0,1,1
8,8,21,0,TC1_0,1,1
9,9,57,0,TC3_0,3,1
10,10,58,0,TC3_0,3,1
11,11,59,0,TC3_1,3,1
12,12,62,0,TC3_1,3,1
13,14-15,33,0,TC1_3,1,1
14,16,32,0,TC1_3,1,1
15,17,20,0,TC1_0,1,1
16,18,19,0,TC1_0,1,1
17,19,23,1,TC1_1,1,3
18,20,66,0,TC3_2,3,1
19,21,65,0,TC3_2,3,1
20,22,70,0,TC3_3,3,1
21,23,71,0,TC3_3,3,1
22,24,30,0,TC1_2,1,1
23,25,31,0,TC1_2,1,1
24,26,24,0,TC1_1,1,1
25,27,23,0,TC1_1,1,1
26,28,26,1,TC1_1,1,3
27,30,67,0,TC3_2,3,1
28,31,64,0,TC3_2,3,1
29,32,68,0,TC3_3,3,1
30,33,69,0,TC3_3,3,1
31,34,28,0,TC1_2,1,1
32,35-36,29,0,TC1_2,1,1
33,37,26,0,TC1_1,1,1
34,38,25,0,TC1_1,1,1
35,39,24,1,TC1_1,1,3
36,40,25,1,TC1_1,1,3
37,43,49,0,TC2_3,2,1
38,44,52,0,TC2_3,2,1
39,45,48,0,TC2_2,2,1
40,46,47,0,TC2_2,2,1
41,47,11,0,TC0_2,0,1
42,48,9,0,TC0_2,0,1
43,49,15,0,TC0_3,0,1
44,50,16,0,TC0_3,0,1
45,51,31,1,TC1_2,1,3
46,52,29,1,TC1_2,1,3
47,55,51,0,TC2_3,2,1
48,56,50,0,TC2_3,2,1
49,57,45,0,TC2_2,2,1
50,58,46,0,TC2_2,2,1
51,59,12,0,TC0_2,0,1
52,60,10,0,TC0_2,0,1
53,61-62,13,0,TC0_3,0,1
54,63,14,0,TC0_3,0,1
55,64,21,1,TC1_0,1,3
56,66,30,1,TC1_2,1,3
57,67,28,1,TC1_2,1,3
58,71,41,0,TC2_1,2,1
59,72,43,0,TC2_1,2,1
60,73,39,0,TC2_0,2,1
61,74,36,0,TC2_0,2,1
62,75,0,0,TC0_0,0,1
63,76,1,0,TC0_0,0,1
64,77,6,0,TC0_1,0,1
65,78,5,0,TC0_1,0,1
66,79,20,1,TC1_0,1,3
67,80,32,1,TC1_3,1,3
68,81,35,1,TC1_3,1,3
69,85,40,0,TC2_1,2,1
70,86,42,0,TC2_1,2,1
71,87,37,0,TC2_0,2,1
72,88,38,0,TC2_0,2,1
73,89,2,0,TC0_0,0,1
74,91,3,0,TC0_0,0,1
75,92,7,0,TC0_1,0,1
76,93-94,4,0,TC0_1,0,1
77,95,19,1,TC1_0,1,3
78,96,22,1,TC1_0,1,3
79,97,34,1,TC1_3,1,3
80,98,33,1,TC1_3,1,3
81,103,4,2,TC0_1,0,2
82,104,5,2,TC0_1,0,2
83,105,1,2,TC0_0,0,2
84,106,3,2,TC0_0,0,2
85,107,39,2,TC2_0,2,2
86,108,37,2,TC2_0,2,2
87,109,42,2,TC2_1,2,2
88,110,43,2,TC2_1,2,2
89,111,3,1,TC0_0,0,3
90,112,2,1,TC0_0,0,3
91,113,16,1,TC0_3,0,3
92,114,14,1,TC0_3,0,3
93,119,7,2,TC0_1,0,2
94,120,6,2,TC0_1,0,2
95,121,0,2,TC0_0,0,2
96,122,2,2,TC0_0,0,2
97,123,38,2,TC2_0,2,2
98,124,36,2,TC2_0,2,2
99,125,40,2,TC2_1,2,2
100,126-127,41,2,TC2_1,2,2
101,128,1,1,TC0_0,0,3
102,129,0,1,TC0_0,0,3
103,130,15,1,TC0_3,0,3
104,136,11,2,TC0_2,0,2
105,137,9,2,TC0_2,0,2
106,138,13,2,TC0_3,0,2
107,139,14,2,TC0_3,0,2
108,140,50,2,TC2_3,2,2
109,141,51,2,TC2_3,2,2
110,142,47,2,TC2_2,2,2
111,143,46,2,TC2_2,2,2
112,144,12,1,TC0_2,0,3
113,145,9,1,TC0_2,0,3
114,146,13,1,TC0_3,0,3
115,151,10,2,TC0_2,0,2
116,152,12,2,TC0_2,0,2
117,153,15,2,TC0_3,0,2
118,154,16,2,TC0_3,0,2
119,155,52,2,TC2_3,2,2
120,156,49,2,TC2_3,2,2
121,157-158,48,2,TC2_2,2,2
122,159,45,2,TC2_2,2,2
123,161,11,1,TC0_2,0,3
124,162,10,1,TC0_2,0,3
125,167,21,2,TC1_0,1,2
126,168,20,2,TC1_0,1,2
127,170,33,2,TC1_3,1,2
128,171,34,2,TC1_3,1,2
129,172,60,2,TC3_1,3,2
